订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额,下单日期,下单小时,下单星期,是否周末,下单月份,付款延迟(小时),是否付款,是否退款,实际收入,退款比例,金额段,下单时段
5421,34.67,34.67,上海市,2025-02-03 22:38:00,2025-02-03 22:39:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.016666666666666666,1,0,34.67,0.0,0-50,晚上(18-24)
5422,76.0,76.0,北京市,2025-02-03 22:35:00,2025-02-03 22:35:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5423,104.0,0.0,上海市,2025-02-03 22:27:00,2025-02-03 22:27:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
5424,38.0,38.0,北京市,2025-02-03 22:26:00,2025-02-03 22:26:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5425,38.0,0.0,云南省,2025-02-03 22:23:00,2025-02-03 22:23:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5426,38.0,0.0,云南省,2025-02-03 22:21:00,,0.0,2025-02-03,22.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
5427,38.0,38.0,上海市,2025-02-03 22:21:00,2025-02-03 22:21:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5428,76.0,76.0,上海市,2025-02-03 22:20:00,2025-02-03 22:20:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5429,38.0,38.0,上海市,2025-02-03 22:19:00,2025-02-03 22:21:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.03333333333333333,1,0,38.0,0.0,0-50,晚上(18-24)
5430,38.0,0.0,天津市,2025-02-03 22:19:00,2025-02-03 22:19:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5431,38.0,38.0,江苏省,2025-02-03 22:17:00,2025-02-03 22:17:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5432,38.0,0.0,福建省,2025-02-03 22:16:00,2025-02-03 22:16:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5433,38.0,38.0,广东省,2025-02-03 22:12:00,2025-02-03 22:12:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5434,76.0,0.0,福建省,2025-02-03 22:08:00,2025-02-03 22:11:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.05,0,0,0.0,0.0,50-100,晚上(18-24)
5435,38.0,0.0,天津市,2025-02-03 22:04:00,2025-02-03 22:07:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.05,0,0,0.0,0.0,0-50,晚上(18-24)
5436,71.0,0.0,四川省,2025-02-03 22:04:00,2025-02-03 22:04:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
5437,152.0,152.0,上海市,2025-02-03 22:03:00,2025-02-03 22:04:00,0.0,2025-02-03,22.0,0.0,0,2.0,0.016666666666666666,1,0,152.0,0.0,100-200,晚上(18-24)
5438,76.0,76.0,上海市,2025-02-03 21:52:00,2025-02-03 21:52:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5439,76.0,76.0,黑龙江省,2025-02-03 21:51:00,2025-02-03 21:51:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5440,114.0,0.0,黑龙江省,2025-02-03 21:51:00,,0.0,2025-02-03,21.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,100-200,晚上(18-24)
5441,76.0,76.0,上海市,2025-02-03 21:49:00,2025-02-03 21:49:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5442,76.0,0.0,江苏省,2025-02-03 21:47:00,2025-02-03 21:48:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,50-100,晚上(18-24)
5443,114.0,0.0,上海市,2025-02-03 21:47:00,2025-02-03 21:47:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
5444,38.0,38.0,广东省,2025-02-03 21:46:00,2025-02-03 21:46:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5445,38.0,38.0,上海市,2025-02-03 21:42:00,2025-02-03 21:42:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5446,38.0,38.0,重庆市,2025-02-03 21:41:00,2025-02-03 21:41:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5447,114.0,0.0,上海市,2025-02-03 21:34:00,2025-02-03 21:35:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,晚上(18-24)
5448,38.0,0.0,上海市,2025-02-03 21:29:00,2025-02-03 21:29:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5449,76.0,76.0,上海市,2025-02-03 21:14:00,2025-02-03 21:14:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5450,190.0,190.0,上海市,2025-02-03 21:06:00,2025-02-03 21:06:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.0,1,0,190.0,0.0,100-200,晚上(18-24)
5451,38.0,0.0,重庆市,2025-02-03 21:04:00,2025-02-03 21:05:00,0.0,2025-02-03,21.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,晚上(18-24)
5452,76.0,76.0,上海市,2025-02-03 20:52:00,2025-02-03 20:52:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5453,38.0,0.0,上海市,2025-02-03 20:51:00,2025-02-03 20:51:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5454,76.0,76.0,广东省,2025-02-03 20:51:00,2025-02-03 20:51:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5455,38.0,38.0,四川省,2025-02-03 20:50:00,2025-02-03 20:51:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.016666666666666666,1,0,38.0,0.0,0-50,晚上(18-24)
5456,76.0,0.0,上海市,2025-02-03 20:50:00,2025-02-03 20:50:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
5457,38.0,0.0,四川省,2025-02-03 20:47:00,2025-02-03 20:47:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5458,38.0,38.0,上海市,2025-02-03 20:46:00,2025-02-03 20:46:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5459,38.0,38.0,浙江省,2025-02-03 20:42:00,2025-02-03 20:42:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5460,38.0,0.0,湖南省,2025-02-03 20:37:00,2025-02-03 20:37:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5461,38.0,38.0,广东省,2025-02-03 20:36:00,2025-02-03 20:36:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5462,38.0,38.0,广东省,2025-02-03 20:35:00,2025-02-03 20:35:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5463,38.0,38.0,上海市,2025-02-03 20:21:00,2025-02-03 20:21:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5464,76.0,76.0,辽宁省,2025-02-03 20:17:00,2025-02-03 20:17:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5465,38.0,0.0,广东省,2025-02-03 20:16:00,,0.0,2025-02-03,20.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
5466,114.0,114.0,上海市,2025-02-03 20:16:00,2025-02-03 20:16:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,114.0,0.0,100-200,晚上(18-24)
5467,38.0,0.0,广东省,2025-02-03 20:16:00,,0.0,2025-02-03,20.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
5468,109.0,109.0,上海市,2025-02-03 20:16:00,2025-02-03 20:16:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,109.0,0.0,100-200,晚上(18-24)
5469,114.0,0.0,浙江省,2025-02-03 20:15:00,2025-02-03 20:15:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
5470,114.0,114.0,河北省,2025-02-03 20:09:00,2025-02-03 20:09:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,1,0,114.0,0.0,100-200,晚上(18-24)
5471,76.0,0.0,上海市,2025-02-03 20:05:00,2025-02-03 20:05:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
5472,114.0,0.0,上海市,2025-02-03 20:04:00,2025-02-03 20:04:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
5473,684.0,684.0,广东省,2025-02-03 20:03:00,2025-02-03 20:04:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.016666666666666666,1,0,684.0,0.0,500-1000,晚上(18-24)
5474,76.0,0.0,上海市,2025-02-03 20:03:00,2025-02-03 20:03:00,0.0,2025-02-03,20.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
5475,76.0,0.0,福建省,2025-02-03 19:57:00,2025-02-03 19:59:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.03333333333333333,0,0,0.0,0.0,50-100,晚上(18-24)
5476,228.0,228.0,上海市,2025-02-03 19:54:00,2025-02-03 19:54:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,228.0,0.0,200-500,晚上(18-24)
5477,152.0,152.0,上海市,2025-02-03 19:53:00,2025-02-03 19:53:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,152.0,0.0,100-200,晚上(18-24)
5478,152.0,152.0,上海市,2025-02-03 19:52:00,2025-02-03 19:52:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,152.0,0.0,100-200,晚上(18-24)
5479,456.0,0.0,山东省,2025-02-03 19:52:00,,0.0,2025-02-03,19.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,晚上(18-24)
5480,76.0,0.0,广东省,2025-02-03 19:49:00,2025-02-03 19:49:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
5481,38.0,38.0,上海市,2025-02-03 19:38:00,2025-02-03 19:38:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,晚上(18-24)
5482,114.0,0.0,上海市,2025-02-03 19:37:00,2025-02-03 19:38:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,晚上(18-24)
5483,38.0,0.0,广西壮族自治区,2025-02-03 19:36:00,2025-02-03 19:36:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5484,170.0,0.0,云南省,2025-02-03 19:36:00,2025-02-03 19:36:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
5485,38.0,0.0,广东省,2025-02-03 19:36:00,2025-02-03 19:36:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5486,38.0,0.0,山东省,2025-02-03 19:31:00,2025-02-03 19:31:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5487,76.0,76.0,上海市,2025-02-03 19:30:00,2025-02-03 19:30:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5488,114.0,114.0,山东省,2025-02-03 19:23:00,2025-02-03 19:23:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,114.0,0.0,100-200,晚上(18-24)
5489,114.0,114.0,上海市,2025-02-03 19:21:00,2025-02-03 19:21:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,114.0,0.0,100-200,晚上(18-24)
5490,152.0,152.0,上海市,2025-02-03 19:19:00,2025-02-03 19:19:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,152.0,0.0,100-200,晚上(18-24)
5491,228.0,0.0,山东省,2025-02-03 19:19:00,,0.0,2025-02-03,19.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,晚上(18-24)
5492,38.0,0.0,浙江省,2025-02-03 19:18:00,2025-02-03 19:18:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
5493,76.0,76.0,山西省,2025-02-03 19:17:00,2025-02-03 19:18:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.016666666666666666,1,0,76.0,0.0,50-100,晚上(18-24)
5494,38.0,38.0,重庆市,2025-02-03 19:17:00,2025-02-03 19:18:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.016666666666666666,1,0,38.0,0.0,0-50,晚上(18-24)
5495,380.0,380.0,上海市,2025-02-03 19:15:00,2025-02-03 19:16:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.016666666666666666,1,0,380.0,0.0,200-500,晚上(18-24)
5496,76.0,76.0,广东省,2025-02-03 19:11:00,2025-02-03 19:12:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.016666666666666666,1,0,76.0,0.0,50-100,晚上(18-24)
5497,76.0,76.0,山西省,2025-02-03 19:10:00,2025-02-03 19:10:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5498,152.0,0.0,山东省,2025-02-03 19:10:00,2025-02-03 19:10:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
5499,76.0,0.0,上海市,2025-02-03 19:07:00,,0.0,2025-02-03,19.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
5500,76.0,76.0,江苏省,2025-02-03 19:00:00,2025-02-03 19:00:00,0.0,2025-02-03,19.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,晚上(18-24)
5501,38.0,0.0,上海市,2025-02-03 18:40:00,2025-02-03 18:40:00,0.0,2025-02-03,18.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5502,76.0,76.0,黑龙江省,2025-02-03 18:35:00,2025-02-03 18:35:00,0.0,2025-02-03,18.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5503,76.0,76.0,上海市,2025-02-03 18:34:00,2025-02-03 18:34:00,0.0,2025-02-03,18.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5504,190.0,0.0,北京市,2025-02-03 18:32:00,2025-02-03 18:46:00,0.0,2025-02-03,18.0,0.0,0,2.0,0.23333333333333334,0,0,0.0,0.0,100-200,下午(12-18)
5505,114.0,114.0,上海市,2025-02-03 18:19:00,2025-02-03 18:19:00,0.0,2025-02-03,18.0,0.0,0,2.0,0.0,1,0,114.0,0.0,100-200,下午(12-18)
5506,38.0,0.0,江苏省,2025-02-03 18:00:00,,0.0,2025-02-03,18.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,下午(12-18)
5507,38.0,38.0,四川省,2025-02-03 17:54:00,2025-02-03 17:54:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5508,38.0,0.0,海南省,2025-02-03 17:53:00,2025-02-03 17:53:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5509,38.0,0.0,海南省,2025-02-03 17:52:00,2025-02-03 17:52:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5510,38.0,0.0,上海市,2025-02-03 17:51:00,,0.0,2025-02-03,17.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,下午(12-18)
5511,76.0,76.0,浙江省,2025-02-03 17:47:00,2025-02-03 17:47:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5512,38.0,0.0,江苏省,2025-02-03 17:38:00,2025-02-03 17:39:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,下午(12-18)
5513,38.0,38.0,上海市,2025-02-03 17:33:00,2025-02-03 17:33:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5514,76.0,76.0,上海市,2025-02-03 17:32:00,2025-02-03 17:32:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5515,38.0,0.0,河南省,2025-02-03 17:31:00,2025-02-03 17:31:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5516,76.0,0.0,北京市,2025-02-03 17:30:00,2025-02-03 17:30:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5517,38.0,0.0,广东省,2025-02-03 17:08:00,2025-02-03 17:08:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5518,38.0,38.0,福建省,2025-02-03 17:07:00,2025-02-03 17:08:00,0.0,2025-02-03,17.0,0.0,0,2.0,0.016666666666666666,1,0,38.0,0.0,0-50,下午(12-18)
5519,76.0,76.0,上海市,2025-02-03 16:58:00,2025-02-03 16:58:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5520,22.0,22.0,上海市,2025-02-03 16:58:00,2025-02-03 16:58:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,0,22.0,0.0,0-50,下午(12-18)
5521,152.0,0.0,上海市,2025-02-03 16:57:00,2025-02-03 16:57:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,下午(12-18)
5522,38.0,38.0,上海市,2025-02-03 16:54:00,2025-02-03 16:54:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5523,76.0,76.0,上海市,2025-02-03 16:54:00,2025-02-03 16:54:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5524,456.0,0.0,四川省,2025-02-03 16:49:00,2025-02-03 16:49:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,200-500,下午(12-18)
5525,76.0,0.0,广东省,2025-02-03 16:48:00,2025-02-03 16:48:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5526,76.0,0.0,广东省,2025-02-03 16:47:00,,0.0,2025-02-03,16.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,下午(12-18)
5527,76.0,0.0,广东省,2025-02-03 16:45:00,2025-02-03 16:46:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,50-100,下午(12-18)
5528,38.0,0.0,福建省,2025-02-03 16:44:00,2025-02-03 16:44:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5529,38.0,0.0,浙江省,2025-02-03 16:42:00,2025-02-03 16:43:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,下午(12-18)
5530,38.0,38.0,天津市,2025-02-03 16:39:00,2025-02-03 16:39:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5531,114.0,114.0,上海市,2025-02-03 16:37:00,2025-02-03 16:37:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,0,114.0,0.0,100-200,下午(12-18)
5532,76.0,38.0,上海市,2025-02-03 16:31:00,2025-02-03 16:31:00,38.0,2025-02-03,16.0,0.0,0,2.0,0.0,1,1,0.0,1.0,50-100,下午(12-18)
5533,38.0,38.0,北京市,2025-02-03 16:29:00,2025-02-03 16:30:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.016666666666666666,1,0,38.0,0.0,0-50,下午(12-18)
5534,38.0,0.0,北京市,2025-02-03 16:27:00,2025-02-03 16:28:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,下午(12-18)
5535,38.0,0.0,河北省,2025-02-03 16:24:00,2025-02-03 16:24:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5536,76.0,0.0,上海市,2025-02-03 16:14:00,2025-02-03 16:14:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5537,76.0,0.0,上海市,2025-02-03 16:12:00,2025-02-03 16:12:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5538,38.0,0.0,上海市,2025-02-03 16:07:00,2025-02-03 16:07:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5539,190.0,0.0,陕西省,2025-02-03 16:00:00,2025-02-03 16:00:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,下午(12-18)
5540,54.0,54.0,江苏省,2025-02-03 16:00:00,2025-02-03 16:02:00,0.0,2025-02-03,16.0,0.0,0,2.0,0.03333333333333333,1,0,54.0,0.0,50-100,下午(12-18)
5541,38.0,38.0,辽宁省,2025-02-03 15:59:00,2025-02-03 15:59:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5542,228.0,0.0,新疆维吾尔自治区,2025-02-03 15:54:00,2025-02-03 15:54:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,200-500,下午(12-18)
5543,76.0,0.0,重庆市,2025-02-03 15:52:00,2025-02-03 15:52:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5544,152.0,152.0,山西省,2025-02-03 15:45:00,2025-02-03 15:45:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,1,0,152.0,0.0,100-200,下午(12-18)
5545,152.0,0.0,新疆维吾尔自治区,2025-02-03 15:43:00,2025-02-03 15:43:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,下午(12-18)
5546,38.0,0.0,广东省,2025-02-03 15:41:00,2025-02-03 15:41:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5547,152.0,152.0,云南省,2025-02-03 15:26:00,2025-02-03 15:26:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,1,0,152.0,0.0,100-200,下午(12-18)
5548,76.0,0.0,上海市,2025-02-03 15:25:00,2025-02-03 15:25:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5549,38.0,0.0,天津市,2025-02-03 15:23:00,2025-02-03 15:23:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5550,114.0,114.0,四川省,2025-02-03 15:15:00,2025-02-03 15:16:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.016666666666666666,1,0,114.0,0.0,100-200,下午(12-18)
5551,98.0,98.0,江西省,2025-02-03 15:06:00,2025-02-03 15:41:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.5833333333333334,1,0,98.0,0.0,50-100,下午(12-18)
5552,76.0,76.0,四川省,2025-02-03 15:04:00,2025-02-03 15:04:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5553,76.0,0.0,上海市,2025-02-03 15:03:00,2025-02-03 15:03:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5554,38.0,38.0,上海市,2025-02-03 15:02:00,2025-02-03 15:02:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5555,76.0,76.0,广东省,2025-02-03 15:01:00,2025-02-03 15:01:00,0.0,2025-02-03,15.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5556,38.0,0.0,北京市,2025-02-03 14:57:00,2025-02-03 14:57:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,0,0,0.0,0.0,0-50,下午(12-18)
5557,114.0,0.0,天津市,2025-02-03 14:56:00,2025-02-03 14:56:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,下午(12-18)
5558,152.0,0.0,云南省,2025-02-03 14:55:00,2025-02-03 14:55:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,0,0,0.0,0.0,100-200,下午(12-18)
5559,152.0,152.0,天津市,2025-02-03 14:45:00,2025-02-03 14:45:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,1,0,152.0,0.0,100-200,下午(12-18)
5560,76.0,76.0,上海市,2025-02-03 14:43:00,2025-02-03 14:43:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
5561,38.0,38.0,浙江省,2025-02-03 14:43:00,2025-02-03 14:43:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5562,76.0,0.0,江苏省,2025-02-03 14:42:00,2025-02-03 14:42:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,0,0,0.0,0.0,50-100,下午(12-18)
5563,38.0,38.0,安徽省,2025-02-03 14:33:00,2025-02-03 14:33:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,1,0,38.0,0.0,0-50,下午(12-18)
5564,266.0,0.0,重庆市,2025-02-03 14:33:00,,0.0,2025-02-03,14.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,下午(12-18)
5565,76.0,0.0,重庆市,2025-02-03 14:32:00,,0.0,2025-02-03,14.0,0.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,下午(12-18)
5566,76.0,76.0,江苏省,2025-02-03 14:22:00,2025-02-03 14:22:00,0.0,2025-02-03,14.0,0.0,0,2.0,0.0,1,0,76.0,0.0,50-100,下午(12-18)
