update_time,id,title,price,sale_count,comment_count,店名,GMV,评论率,价格段,是否爆款,商品品类,品牌均价,品牌级别
2025-11-14,A524463796699,innisfree/悦诗风吟生机展颜焦点焕妍精华露25ml,270.0,19,2,悦诗风吟,5130.0,0.10526315789473684,200-500元,0,精华,122.54242424242425,中端品牌
2025-11-14,A525250100179,innisfree/悦诗风吟绿茶精萃水露套装 补水保湿滋润提亮肤色 正品,255.0,4127,1144,悦诗风吟,1052385.0,0.2771989338502544,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A525331162786,innisfree/悦诗风吟 济州岛寒兰密集面霜50ml  改善皱纹弹力提升,260.0,341,45,悦诗风吟,88660.0,0.13196480938416422,200-500元,0,面霜,122.54242424242425,中端品牌
2025-11-14,A525333193869,innisfree/悦诗风吟 济州岛寒兰ㄠ嫠50ml  补水保湿弹力提升,230.0,81,2,悦诗风吟,18630.0,0.024691358024691357,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A525347872312,innisfree/悦诗风吟 乐活自然美妆工具-专业蘑菇刷,95.0,340,63,悦诗风吟,32300.0,0.18529411764705883,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A525751799602,innisfree/悦诗风吟 清盈持妆气垫粉凝霜(替换装) BB霜隔离遮瑕,108.0,5290,258,悦诗风吟,571320.0,0.04877126654064272,100-200元,0,隔离霜,122.54242424242425,中端品牌
2025-11-14,A525896565833,innisfree/悦诗风吟 济州岛寒兰眼唇霜30ml改善皱纹提升弹力 新品,230.0,487,51,悦诗风吟,112010.0,0.10472279260780287,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A526397103691,innisfree/悦诗风吟 滋养护理眼膜30对 保湿紧致淡化细纹,220.0,476,79,悦诗风吟,104720.0,0.16596638655462184,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A526433462364,innisfree/悦诗风吟 亲肤臻研面膜6片装 多款 滋润保湿补水,75.0,4726,924,悦诗风吟,354450.0,0.1955141768937791,50-100元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A527047215587,innisfree/悦诗风吟雪耳晶透新妍夜间修护面膜80ml 改善怠倦肌肤,280.0,468,130,悦诗风吟,131040.0,0.2777777777777778,200-500元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A527048179474,innisfree/悦诗风吟漾彩凝光唇釉4.8ml 10色可选 持久保湿,80.0,2805,652,悦诗风吟,224400.0,0.2324420677361854,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A527087474732,innisfree/悦诗风吟雪耳晶透新妍密集修护面贴膜 8片装 修护皮肤,100.0,1404,336,悦诗风吟,140400.0,0.23931623931623933,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A527087818412,innisfree/悦诗风吟雪耳晶透新妍沁润面霜套装 淡印保湿修护肌肤,260.0,4776,883,悦诗风吟,1241760.0,0.18488274706867672,200-500元,0,面霜,122.54242424242425,中端品牌
2025-11-14,A527095940368,innisfree/悦诗风吟矿物质纯安莹润粉底液30ml 遮瑕保湿 三色可选,170.0,1090,235,悦诗风吟,185300.0,0.21559633027522937,100-200元,0,粉底,122.54242424242425,中端品牌
2025-11-14,A527097012142,innisfree/悦诗风吟雪耳晶透新妍沁润面霜 60ml 保湿 修护肌肤,260.0,1013,156,悦诗风吟,263380.0,0.1539980256663376,200-500元,0,面霜,122.54242424242425,中端品牌
2025-11-14,A527097673612,innisfree/悦诗风吟琉光悦色液态口红3g 10色可选 贴合持久水润,110.0,1779,487,悦诗风吟,195690.0,0.27374929735806636,100-200元,0,口红,122.54242424242425,中端品牌
2025-11-14,A527110296708,innisfree/悦诗风吟雪耳晶透新妍沁肤凝露 200ml 水+乳+精华3合1,180.0,4175,967,悦诗风吟,751500.0,0.23161676646706586,100-200元,0,精华,122.54242424242425,中端品牌
2025-11-14,A527504671970,innisfree/悦诗风吟集中护理面膜22ml/片 6款选择 针对不同肌肤,15.0,32664,2950,悦诗风吟,489960.0,0.09031349497918198,0-50元,1,面膜,122.54242424242425,中端品牌
2025-11-14,A528278631618,innisfree/悦诗风吟真萃鲜润面膜套装18片 补水保湿嫩肤收缩毛孔,120.0,9526,2507,悦诗风吟,1143120.0,0.26317446987192944,100-200元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A528309516539,innisfree/悦诗风吟火山岩泥毛孔调理水乳套装 水250ml+乳液150ml,280.0,11397,4097,悦诗风吟,3191160.0,0.35948056506098097,200-500元,1,乳液,122.54242424242425,中端品牌
2025-11-14,A528330163893,innisfree/悦诗风吟济州岛保湿温泉水慕斯精华液70g 保湿滋养滋润,190.0,1731,343,悦诗风吟,328890.0,0.1981513575967649,100-200元,0,精华,122.54242424242425,中端品牌
2025-11-14,A528368462877,innisfree/悦诗风吟济州岛海盐致臻洁面膏（净澈均衡）130ml,80.0,1574,504,悦诗风吟,125920.0,0.3202033036848793,50-100元,0,洁面,122.54242424242425,中端品牌
2025-11-14,A528380834305,innisfree/悦诗风吟自然关爱优颜防晒乳100ml SPF30+ PA+++,140.0,1887,707,悦诗风吟,264180.0,0.37466878643349233,100-200元,0,防晒,122.54242424242425,中端品牌
2025-11-14,A528383725926,innisfree/悦诗风吟济州岛海盐泡沫洁面膏（温和清爽）130ml,80.0,3188,922,悦诗风吟,255040.0,0.28920953575909664,50-100元,0,洁面,122.54242424242425,中端品牌
2025-11-14,A528390897422,innisfree/悦诗风吟济州岛保湿温泉水面霜50ml 保湿锁水,190.0,1155,310,悦诗风吟,219450.0,0.2683982683982684,100-200元,0,面霜,122.54242424242425,中端品牌
2025-11-14,A528393685128,innisfree/悦诗风吟济州岛保湿温泉水洁面慕斯120ml 卸妆清洁,120.0,847,249,悦诗风吟,101640.0,0.2939787485242031,100-200元,0,洁面,122.54242424242425,中端品牌
2025-11-14,A528394913387,innisfree/悦诗风吟自然关爱优颜防晒霜（防水型） SPF30+ PA+++,110.0,3349,1292,悦诗风吟,368390.0,0.38578680203045684,100-200元,0,防晒,122.54242424242425,中端品牌
2025-11-14,A528410580593,innisfree/悦诗风吟济州岛保湿温泉水爽肤水200ml 化妆水 保湿,140.0,1489,405,悦诗风吟,208460.0,0.2719946272666219,100-200元,0,爽肤水,122.54242424242425,中端品牌
2025-11-14,A528410976832,innisfree/悦诗风吟济州岛保湿温泉水乳液160ml 保湿盈润透亮,140.0,805,208,悦诗风吟,112700.0,0.25838509316770186,100-200元,0,乳液,122.54242424242425,中端品牌
2025-11-14,A528413776238,innisfree/悦诗风吟济州岛保湿温泉水补水喷雾80ml 保湿补水,90.0,1220,350,悦诗风吟,109800.0,0.28688524590163933,50-100元,0,喷雾,122.54242424242425,中端品牌
2025-11-14,A528414404389,innisfree/悦诗风吟臻宝浓密丰盈睫毛膏10g 浓密饱满不晕染,95.0,423,147,悦诗风吟,40185.0,0.3475177304964539,50-100元,0,睫毛膏,122.54242424242425,中端品牌
2025-11-14,A528414680477,innisfree/悦诗风吟自然关爱优颜防晒乳液45ml SPF30+ PA+++,110.0,246,79,悦诗风吟,27060.0,0.32113821138211385,100-200元,0,防晒,122.54242424242425,中端品牌
2025-11-14,A528591193455,innisfree/悦诗风吟济州岛温泉水护肤套装补水保湿水乳韩国化妆品,280.0,4641,1531,悦诗风吟,1299480.0,0.32988580047403576,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A530106251366,innisfree/悦诗风吟济州岛火山岩泥毛孔清洁洁面慕斯150ml,80.0,5269,2073,悦诗风吟,421520.0,0.3934332890491554,50-100元,0,洁面,122.54242424242425,中端品牌
2025-11-14,A530471446080,innisfree/悦诗风吟悦享美肌香氛沐浴露300ml 10款可选,80.0,2630,710,悦诗风吟,210400.0,0.26996197718631176,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A530483034223,innisfree/悦诗风吟悦享美肌系列专用泵头（一个）,12.0,194,67,悦诗风吟,2328.0,0.34536082474226804,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-14,A530499661604,innisfree/悦诗风吟悦享美肌香氛身体乳300ml 10款可选,90.0,5858,2076,悦诗风吟,527220.0,0.35438716285421645,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A530723190597,innisfree/悦诗风吟红石榴活妍焕采护肤水乳套装补水保湿提亮肤色,320.0,6718,1391,悦诗风吟,2149760.0,0.2070556713307532,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A532480091943,innisfree/悦诗风吟 济州岛芦荟焕活舒缓夜间面膜100ml 补水保湿,90.0,1476,553,悦诗风吟,132840.0,0.37466124661246614,50-100元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A532539458002,innisfree/悦诗风吟 济州岛芦荟焕活舒缓喷雾120ml,80.0,1584,660,悦诗风吟,126720.0,0.4166666666666667,50-100元,0,喷雾,122.54242424242425,中端品牌
2025-11-14,A532720082038,innisfree/悦诗风吟绿茶籽精萃水分菁华霜 三款选择 补水保湿,260.0,1174,462,悦诗风吟,305240.0,0.393526405451448,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A532852186558,innisfree/悦诗风吟济州岛芦荟焕活舒缓凝胶300ml 补水保湿,50.0,28637,10919,悦诗风吟,1431850.0,0.38128993958864404,0-50元,1,其他,122.54242424242425,中端品牌
2025-11-14,A534195175857,innisfree/悦诗风吟 生机自动眼线笔0.5g 5款选择 防水不晕染,55.0,24464,6438,悦诗风吟,1345520.0,0.2631621975147155,50-100元,1,其他,122.54242424242425,中端品牌
2025-11-14,A534196279304,innisfree/悦诗风吟 清新护理润足霜70ml  清爽舒缓 补水保湿,60.0,190,68,悦诗风吟,11400.0,0.35789473684210527,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A534260978826,innisfree/悦诗风吟 清新护理足部磨砂清洁ㄠ100ml 舒缓去角质,60.0,263,102,悦诗风吟,15780.0,0.38783269961977185,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A534292441657,innisfree/悦诗风吟 绿茶薄荷清爽控油头皮护理润发乳200ml,55.0,753,346,悦诗风吟,41415.0,0.4594953519256308,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A534326440391,innisfree/悦诗风吟 绿茶薄荷清爽控油洗发露300ml 无硅油配方,55.0,2695,1070,悦诗风吟,148225.0,0.3970315398886827,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A534326840194,innisfree/悦诗风吟 绿茶薄荷清爽去屑洗发露300ml,55.0,674,254,悦诗风吟,37070.0,0.3768545994065282,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A535595761015,innisfree/悦诗风吟香榧舒缓密集精华素15ml 舒缓肌肤,125.0,479,159,悦诗风吟,59875.0,0.33194154488517746,100-200元,0,精华,122.54242424242425,中端品牌
2025-11-14,A535973073010,innisfree/悦诗风吟 印章式遮盖粉扑,40.0,307,39,悦诗风吟,12280.0,0.1270358306188925,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-14,A536088143250,innisfree/悦诗风吟 细嫩臻白多效精华露50ml 改善肤色 亮泽肌肤,260.0,149,59,悦诗风吟,38740.0,0.3959731543624161,200-500元,0,精华,122.54242424242425,中端品牌
2025-11-14,A536088339114,innisfree/悦诗风吟 细嫩臻白眼霜30ml 水润质地 改善肌肤暗沉,230.0,74,13,悦诗风吟,17020.0,0.17567567567567569,200-500元,0,眼霜,122.54242424242425,中端品牌
2025-11-14,A536088627094,innisfree/悦诗风吟 绿茶精萃保湿清润卸妆液300ml 质地清爽,100.0,1492,384,悦诗风吟,149200.0,0.257372654155496,50-100元,0,卸妆,122.54242424242425,中端品牌
2025-11-14,A536089091309,innisfree/悦诗风吟 绿茶精萃保湿平衡卸妆液300ml 质地水润,100.0,3738,1009,悦诗风吟,373800.0,0.26993044408774747,50-100元,0,卸妆,122.54242424242425,中端品牌
2025-11-14,A536159946102,innisfree/悦诗风吟 细嫩臻透泡沫洗面奶150ml 清洁毛孔去角质,95.0,985,297,悦诗风吟,93575.0,0.3015228426395939,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A536196541514,innisfree/悦诗风吟 细嫩臻白调理水150ml 补水保湿 改善肤色,200.0,107,33,悦诗风吟,21400.0,0.308411214953271,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-14,A536197993953,innisfree/悦诗风吟绿茶保湿卸妆液卸妆水 温和深层清洁眼唇可用,100.0,3860,956,悦诗风吟,386000.0,0.24766839378238342,50-100元,0,卸妆,122.54242424242425,中端品牌
2025-11-14,A536837899566,innisfree/悦诗风吟白牡丹焕妍晶采面霜50ml,190.0,1008,327,悦诗风吟,191520.0,0.3244047619047619,100-200元,0,面霜,122.54242424242425,中端品牌
2025-11-14,A536839351771,innisfree/悦诗风吟 滋养护理-发梢膜12ml,20.0,683,113,悦诗风吟,13660.0,0.16544655929721816,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-14,A536839755447,innisfree/悦诗风吟 济州岛保湿温泉水夜间密集修护面膜80ml,120.0,509,173,悦诗风吟,61080.0,0.33988212180746563,100-200元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A536840567961,innisfree/悦诗风吟 橄榄油肤质提升菁华乳50ml,160.0,30,10,悦诗风吟,4800.0,0.3333333333333333,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-14,A536912878156,innisfree/悦诗风吟水韵凝采细管唇膏口红1.8g持久水润显色染唇膏,99.0,7739,1786,悦诗风吟,766161.0,0.2307791704354568,50-100元,0,口红,122.54242424242425,中端品牌
2025-11-14,A536987760329,innisfree/悦诗风吟 白牡丹焕妍晶采面膜（撕拉式）100ml,120.0,162,38,悦诗风吟,19440.0,0.2345679012345679,100-200元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A536988620328,innisfree/悦诗风吟 角质护理足膜,28.0,649,107,悦诗风吟,18172.0,0.16486902927580893,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-14,A537310761575,innisfree/悦诗风吟 小清新之旅绿茶精萃护肤4件套,135.0,5092,618,悦诗风吟,687420.0,0.12136684996072271,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-14,A538818317696,innisfree/悦诗风吟 济州石榴活妍焕采精华露套装,240.0,372,145,悦诗风吟,89280.0,0.3897849462365591,200-500元,0,精华,122.54242424242425,中端品牌
2025-11-14,A538818533855,innisfree/悦诗风吟 济州石榴活妍焕采精萃蜜30ml,260.0,33,5,悦诗风吟,8580.0,0.15151515151515152,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-14,A539378514948,innisfree/悦诗风吟 济州岛海盐洁面乳（温和滋润）130ml,80.0,301,60,悦诗风吟,24080.0,0.19933554817275748,50-100元,0,洁面,122.54242424242425,中端品牌
2025-11-14,A540787852765,innisfree/悦诗风吟  济州岛火山岩泥毛孔清洁净溶温热面膜100ml,109.0,19,0,悦诗风吟,2071.0,0.0,100-200元,0,面膜,122.54242424242425,中端品牌
2025-11-14,A540801159657,innisfree/悦诗风吟 三合一大师塑型眉笔 4款可选,85.0,261,2,悦诗风吟,22185.0,0.007662835249042145,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-14,A540809015980,innisfree/悦诗风吟 油菜花蜜润唇膏 [娇柔山花嫩粉]3.5g,50.0,63,0,悦诗风吟,3150.0,0.0,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-14,A540810183652,innisfree/悦诗风吟 油菜花蜜润唇膏 [明朗蒲公英淡橘]3.5g,50.0,37,0,悦诗风吟,1850.0,0.0,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-13,A536197053554,innisfree/悦诗风吟 细嫩臻白面霜50ml 清爽保湿水润光泽改善肤色,230.0,157,62,悦诗风吟,36110.0,0.39490445859872614,200-500元,0,面霜,122.54242424242425,中端品牌
2025-11-11,A14532642971,innisfree/悦诗风吟控油矿物质基底霜 妆前乳遮瑕隔离打底定妆,80.0,25663,5782,悦诗风吟,2053040.0,0.22530491368896854,50-100元,1,隔离霜,122.54242424242425,中端品牌
2025-11-11,A15487125632,innisfree/悦诗风吟森林男士保湿抗皱乳液 120ML 舒缓疲劳滋润,180.0,2533,258,悦诗风吟,455940.0,0.10185550730359258,100-200元,0,乳液,122.54242424242425,中端品牌
2025-11-11,A18015451608,innisfree/悦诗风吟绿茶精萃保湿身体乳300ml 全身滋润润肤露,120.0,5078,571,悦诗风吟,609360.0,0.11244584482079559,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-11,A23383672115,innisfree/悦诗风吟纤巧精细睫毛膏 纤细卷翘纤长浓密不晕染,80.0,81300,12533,悦诗风吟,6504000.0,0.15415744157441574,50-100元,1,睫毛膏,122.54242424242425,中端品牌
2025-11-11,A25452184658,innisfree/悦诗风吟乐活自然美妆工具—迷你化妆刷 时尚便携,25.0,5148,843,悦诗风吟,128700.0,0.16375291375291376,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-11,A25636316767,innisfree/悦诗风吟乐活自然美妆工具——双面指甲锉 打磨条,10.0,2417,211,悦诗风吟,24170.0,0.08729830368225072,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-11,A26099952811,innisfree/悦诗风吟济州岛火山岩泥魔芋洁肤海绵  清洁脸部,35.0,17383,1790,悦诗风吟,608405.0,0.10297417016625439,0-50元,1,其他,122.54242424242425,中端品牌
2025-11-11,A39134061319,innisfree/悦诗风吟矿物质纯安多效防护修颜乳 防水保湿妆容持久,180.0,451,33,悦诗风吟,81180.0,0.07317073170731707,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-11,A39901987498,innisfree/悦诗风吟森林男士去角质洁面膏150ml*2   清爽清洁,128.0,1212,0,悦诗风吟,155136.0,0.0,100-200元,0,洁面,122.54242424242425,中端品牌
2025-11-11,A41907652531,innisfree/悦诗风吟莹润调色气垫隔离霜CC霜 保湿遮瑕隔离裸妆,79.0,120346,5988,悦诗风吟,9507334.0,0.04975653532315158,50-100元,1,隔离霜,122.54242424242425,中端品牌
2025-11-11,A41943635883,innisfree/悦诗风吟【替换装】莹润调色气垫隔离霜 三色 裸妆CC,39.0,24400,2524,悦诗风吟,951600.0,0.10344262295081967,0-50元,1,隔离霜,122.54242424242425,中端品牌
2025-11-11,A42612591184,innisfree/悦诗风吟真萃鲜润面膜贴套装 补水保湿免洗 正品,80.0,14315,0,悦诗风吟,1145200.0,0.0,50-100元,1,面膜,122.54242424242425,中端品牌
2025-11-11,A45324239680,innisfree/悦诗风吟 控油矿物质散粉套装5g*2盒 蜜粉饼粉底定妆,78.0,72321,0,悦诗风吟,5641038.0,0.0,50-100元,1,粉底,122.54242424242425,中端品牌
2025-11-11,A520416869635,innisfree/悦诗风吟绿茶矿物质喷雾150ml 保湿补水,100.0,3250,0,悦诗风吟,325000.0,0.0,50-100元,0,喷雾,122.54242424242425,中端品牌
2025-11-11,A521783637013,innisfree/悦诗风吟济州石榴活妍焕采面霜50ml 保湿补水,220.0,2050,248,悦诗风吟,451000.0,0.12097560975609756,200-500元,0,面霜,122.54242424242425,中端品牌
2025-11-11,A522165460897,innisfree/悦诗风吟山茶花菁华润体乳300ml 滋养凝润保湿,150.0,597,106,悦诗风吟,89550.0,0.17755443886097153,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-11,A532596748061,innisfree/悦诗风吟多效精华遮瑕粉底棒10g 轻薄贴合 光滑遮瑕,120.0,1711,568,悦诗风吟,205320.0,0.33196960841613093,100-200元,0,精华,122.54242424242425,中端品牌
2025-11-11,A538152712158,innisfree/悦诗风吟  绿茶保湿洁面膏2只装 补水保湿,88.0,14215,0,悦诗风吟,1250920.0,0.0,50-100元,1,洁面,122.54242424242425,中端品牌
2025-11-11,A538191372755,innisfree/悦诗风吟 亲肤透润面膜套装 补水保湿,150.0,1559,0,悦诗风吟,233850.0,0.0,100-200元,0,面膜,122.54242424242425,中端品牌
2025-11-11,A538832999955,innisfree/悦诗风吟纤巧精细睫毛膏2只装 纤细卷翘纤长浓密不晕染,80.0,34146,0,悦诗风吟,2731680.0,0.0,50-100元,1,睫毛膏,122.54242424242425,中端品牌
2025-11-11,A538912282149,innisfree/悦诗风吟发酵豆焕活精华露150ml (滋润型),290.0,729,0,悦诗风吟,211410.0,0.0,200-500元,0,精华,122.54242424242425,中端品牌
2025-11-11,A538993276571,innisfree/悦诗风吟 绿茶精萃保湿护手霜50ml 2只装,88.0,748,0,悦诗风吟,65824.0,0.0,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-11,A540638275835,innisfree/悦诗风吟 莹润调色气垫隔离霜限量版 水润保湿修饰隔离,158.0,1565,0,悦诗风吟,247270.0,0.0,100-200元,0,隔离霜,122.54242424242425,中端品牌
2025-11-11,A541075322260,innisfree/悦诗风吟 乐活自然化妆棉3盒,30.0,498,5,悦诗风吟,14940.0,0.010040160642570281,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-10,A14116182249,innisfree/悦诗风吟橄榄油肤质提升亮肤面霜  持久补水保湿,150.0,3433,136,悦诗风吟,514950.0,0.03961549665016021,100-200元,0,面霜,122.54242424242425,中端品牌
2025-11-10,A14116437265,innisfree/悦诗风吟绿茶精萃平衡面霜50ml  滋润补水保湿霜,135.0,23423,2838,悦诗风吟,3162105.0,0.1211629594842676,100-200元,1,面霜,122.54242424242425,中端品牌
2025-11-10,A14762015367,innisfree/悦诗风吟美白提亮眼霜30ml 淡化细纹温和眼部护理,180.0,5997,694,悦诗风吟,1079460.0,0.11572452893113223,100-200元,0,眼霜,122.54242424242425,中端品牌
2025-11-10,A16151984466,innisfree/悦诗风吟橄榄油肤质提升柔肤水 持久保湿补水滋润,120.0,7519,495,悦诗风吟,902280.0,0.06583322250299242,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-10,A17605290018,innisfree/悦诗风吟生机精致眼线膏 使用方便 柔和线条 不刺激,80.0,5222,642,悦诗风吟,417760.0,0.12294140176177709,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-10,A18711025749,innisfree/悦诗风吟乐活自然美妆工具-睫毛夹 卷翘便捷,35.0,18717,3363,悦诗风吟,655095.0,0.17967623016509057,0-50元,1,睫毛膏,122.54242424242425,中端品牌
2025-11-10,A19423707606,innisfree/悦诗风吟纤巧长翘睫毛膏 大眼纤长卷翘防晕染 韩国,110.0,4108,782,悦诗风吟,451880.0,0.19036027263875366,100-200元,0,睫毛膏,122.54242424242425,中端品牌
2025-11-10,A21199740607,innisfree/悦诗风吟橄榄油自然身体滋润乳身体乳 滋润保湿补水,120.0,3634,175,悦诗风吟,436080.0,0.048156301596037426,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-10,A36933611021,innisfree/悦诗风吟青苹果凝萃卸妆洁面油  温和清洁,120.0,1263,107,悦诗风吟,151560.0,0.08471892319873317,100-200元,0,洁面,122.54242424242425,中端品牌
2025-11-10,A36996928724,innisfree/悦诗风吟 绿茶自然修容霜防晒遮瑕保湿隔离BB霜,109.0,10683,1883,悦诗风吟,1164447.0,0.17626134980810634,100-200元,1,防晒,122.54242424242425,中端品牌
2025-11-10,A37353088276,innisfree/悦诗风吟纤巧丰盈双头睫毛膏 卷翘纤长自然浓密防水,150.0,2757,329,悦诗风吟,413550.0,0.11933260790714545,100-200元,0,睫毛膏,122.54242424242425,中端品牌
2025-11-10,A38281720728,innisfree/悦诗风吟乐活自然去黑头洁面刷 深度清洁去角质去黑头,75.0,637,47,悦诗风吟,47775.0,0.07378335949764521,50-100元,0,洁面,122.54242424242425,中端品牌
2025-11-10,A38461122170,innisfree/悦诗风吟绿茶籽精粹水分菁华霜50ml 补水高保湿面霜,210.0,424,130,悦诗风吟,89040.0,0.30660377358490565,200-500元,0,面霜,122.54242424242425,中端品牌
2025-11-10,A39276470391,【预售】innisfree/悦诗风吟 绿茶籽精萃水分菁露80ml 补水保湿,210.0,8281,0,悦诗风吟,1739010.0,0.0,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-10,A40588433592,【预售】innisfree/悦诗风吟发酵豆焕活精华露150ml 补水保湿舒缓,290.0,1168,0,悦诗风吟,338720.0,0.0,200-500元,0,精华,122.54242424242425,中端品牌
2025-11-10,A41596173473,innisfree/悦诗风吟滋养护理手膜20g 手部保湿滋润手套 官方正品,25.0,2274,10,悦诗风吟,56850.0,0.0043975373790677225,0-50元,0,其他,122.54242424242425,中端品牌
2025-11-10,A45417023975,【预售】innisfree/悦诗风吟 绿茶精萃保湿洁面膏150ml*2支,88.0,49223,0,悦诗风吟,4331624.0,0.0,50-100元,1,洁面,122.54242424242425,中端品牌
2025-11-10,A520234204552,innisfree/悦诗风吟绿茶精萃滋润面霜50ml 中性干性肌肤适用,135.0,3047,488,悦诗风吟,411345.0,0.16015753199868724,100-200元,0,面霜,122.54242424242425,中端品牌
2025-11-10,A522047501334,【预售】innisfree/悦诗风吟 济州石榴活妍焕采精华露50ml 保湿,240.0,6936,0,悦诗风吟,1664640.0,0.0,200-500元,0,精华,122.54242424242425,中端品牌
2025-11-10,A522070364880,【预售】innisfree/悦诗风吟济州石榴活妍焕采护肤套装 补水保湿,320.0,4311,0,悦诗风吟,1379520.0,0.0,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-10,A522641348002,【预售】 innisfree/悦诗风吟真萃鲜润面膜15片套装 保湿补水舒缓,80.0,327293,23,悦诗风吟,26183440.0,7.02734247295237e-05,50-100元,1,面膜,122.54242424242425,中端品牌
2025-11-10,A523226770331,【预售】innisfree/悦诗风吟绿茶精萃平衡保湿套装补水护肤化妆品,230.0,33473,968,悦诗风吟,7698790.0,0.028918830101873152,200-500元,1,其他,122.54242424242425,中端品牌
2025-11-10,A525751751084,innisfree/悦诗风吟 清盈持妆气垫粉凝霜 控油隔离遮瑕BB霜 新品,188.0,10952,3263,悦诗风吟,2058976.0,0.297936449963477,100-200元,1,隔离霜,122.54242424242425,中端品牌
2025-11-10,A525785614280,【预售】innisfree/悦诗风吟 绿茶精萃保湿护手霜50ml2只装,88.0,2224,0,悦诗风吟,195712.0,0.0,50-100元,0,其他,122.54242424242425,中端品牌
2025-11-10,A538912970930,innisfree/悦诗风吟 油菜花蜜润唇膏2只装,110.0,17,0,悦诗风吟,1870.0,0.0,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-10,A538917813219,【预售】innisfree/悦诗风吟 莹润调色气垫隔离霜 [特别礼盒],158.0,10146,0,悦诗风吟,1603068.0,0.0,100-200元,1,隔离霜,122.54242424242425,中端品牌
2025-11-10,A538953208180,【预售】innisfree/悦诗风吟小清新之旅绿茶精萃护肤4件套 补水,135.0,2959,0,悦诗风吟,399465.0,0.0,100-200元,0,其他,122.54242424242425,中端品牌
2025-11-09,A535737845343,innisfree/悦诗风吟 九重臻致修护调理水乳套装 保湿提拉紧致,540.0,69,26,悦诗风吟,37260.0,0.37681159420289856,500-1000元,0,其他,122.54242424242425,中端品牌
2025-11-09,A535738101253,innisfree/悦诗风吟 发酵豆弹力紧致柔肤水乳套装 提拉紧致补水,420.0,89,30,悦诗风吟,37380.0,0.33707865168539325,200-500元,0,其他,122.54242424242425,中端品牌
2025-11-07,A37333802335,innisfree/悦诗风吟丝绒雾面唇膏 保湿滋润持久口红 靓丽,120.0,7967,678,悦诗风吟,956040.0,0.08510104179741433,100-200元,0,口红,122.54242424242425,中端品牌
2025-11-14,A12566450440,Olay玉兰油水感透白光塑弹力面膜10片 补水保湿美白淡斑面膜贴女,270.0,0,0,玉兰油,0.0,0.0,200-500元,0,面膜,314.60140845070424,高端品牌
2025-11-14,A12568149245,Olay玉兰油水漾动力深润保湿晶露润肤面霜补水霜女保湿滋润化妆品,130.0,0,0,玉兰油,0.0,0.0,100-200元,0,面霜,314.60140845070424,高端品牌
2025-11-14,A12577949273,Olay玉兰油新生塑颜2步化妆品套装女 补水紧致大红瓶护肤水霜套装,388.0,0,0,玉兰油,0.0,0.0,200-500元,0,其他,314.60140845070424,高端品牌
